time_us,ax,ay,az,D
140160647,145.57,-21.18,-102.03,256.15
140166753,177.34,-33.19,-97.32,257.43
140172866,56.6,-46.13,63.78,262.57
140178956,-34.01,-12.47,62.96,263.86
140185048,-118.27,-23.07,-37.89,263.86
140191146,41.89,12.24,-6.35,260
140197229,84.73,-3.53,2.71,257.43
140203305,99.56,12.71,74.26,260
140209395,20.59,-53.43,68.14,262.57
140215485,-63.08,35.42,66.25,261.29
140221577,-161.34,80.85,-124.39,262.57
140230965,18.95,38.83,-54.6,261.29
140237312,6,-36.01,76.61,261.29
140243411,-12.71,-90.38,106.62,263.86
140249509,-68.73,-111.09,27.42,261.29
140255607,112.03,-140.98,-11.18,260
140261712,34.6,122.27,-80.26,257.43
140267809,93.79,-52.6,-105.44,257.43
140273906,102.26,5.88,42.36,260
140280009,-109.56,141.33,90.14,263.86
140286114,-203.47,5.88,-31.19,262.57
140292205,-50.25,-123.92,-69.55,261.29
140298305,77.43,-59.9,-4.94,260
140304388,113.33,7.3,69.9,261.29
140310480,44.37,-18.71,118.15,261.29
140318501,4.24,5.65,57.43,261.29
140324593,-106.03,154.75,64.14,262.57
140330699,-153.81,104.62,-75.55,257.43
140336805,-27.89,24.48,-13.3,257.43
140342896,-23.18,-90.38,70.96,262.57
140348986,-40.6,-116.5,70.73,263.86
140355083,-106.03,52.49,94.61,262.57
140361181,-178.28,104.26,-50.01,262.57
140367286,61.78,-31.89,-63.08,260
140373376,156.28,23.77,22.36,256.15
140379487,67.78,10,18.01,261.29
140385577,-10.47,-61.08,17.06,263.86
140391667,-105.56,-17.89,-4,265.14
140400826,-47.31,5.88,-68.02,261.29
140407127,88.97,-50.84,-48.01,260
140413220,114.38,-35.3,83.79,260
140419320,43.42,3.18,111.91,262.57
140425411,-150.75,182.64,107.68,261.29
140431524,-164.75,110.74,-24.95,261.29
140437631,49.43,-61.66,-90.85,257.43
140443722,151.34,-0.59,-42.6,261.29
140449814,79.9,-117.92,55.9,261.29
140455911,1.18,-84.14,50.6,263.86
140461994,-98.73,30.01,18.48,263.86
140468084,-148.51,188.52,8.59,261.29
140474183,36.6,48.48,-42.36,256.15
140480288,200.76,8.47,28.95,260
140488295,12.36,-23.18,57.78,262.57
140494402,-64.96,50.6,-7.65,262.57
140500485,-77.9,-26.6,-122.62,262.57
140506584,33.66,15.77,-30.6,261.29
140512674,51.07,17.3,13.65,257.43
140518764,19.77,-79.43,90.73,261.29
140524854,-71.31,9.41,115.21,261.29
140530947,47.9,-118.62,-19.89,261.29
140537046,-5.41,135.68,-56.72,260
140543137,8.47,36.83,-120.03,257.43
140549227,69.55,37.3,-15.77,261.29
140555318,-53.19,78.14,85.55,262.57
140561409,-175.11,13.06,29.3,265.14
140570357,-70.25,-138.74,-92.61,262.57
140576659,112.5,27.18,10.71,261.29
140582783,84.38,28.95,15.77,257.43
140588873,71.9,-28.48,46.13,260
140594962,38.48,10.36,60.25,262.57
140601052,-25.18,118.27,58.84,263.86
140607151,-122.98,56.72,-62.84,261.29
140613251,-44.72,-75.32,-127.68,260
140619348,118.03,12.36,-15.06,257.43
140625446,36.72,4.71,101.79,261.29
140631537,-95.09,-13.77,104.03,263.86
140637634,-104.03,76.49,69.2,261.29
140643732,-153.45,107.68,-28.13,262.57
140649838,49.19,-3.88,-77.9,261.29
140657866,164.05,-3.53,-47.78,260
140663972,118.03,-50.01,5.53,261.29
140670062,61.55,-60.13,22.36,262.57
140676152,-139.45,89.67,76.14,262.57
140682251,-140.39,84.61,-30.24,261.29
140688349,22.71,-75.9,-82.96,261.29
140694440,124.86,-17.65,-15.06,260
140700537,81.43,11.77,92.26,261.29
140706628,-20.36,-1.77,92.61,262.57
140712711,-104.5,88.14,-3.3,261.29
140718800,2.59,-117.56,-57.43,261.29
140724891,91.44,64.96,-43.19,260
140730980,4.24,12,-124.27,261.29
140739901,70.49,-10,44.01,262.57
140746204,-24.36,59.08,97.09,262.57
140752299,-148.04,41.42,59.19,263.86
140758398,-90.5,144.75,29.18,261.29
140764495,-145.92,81.08,-38.83,260
140770592,88.38,-58.02,-54.02,260
140776681,125.56,36.6,-28.95,260
140782778,88.5,-47.78,3.65,261.29
140788877,72.49,-7.06,11.41,262.57
140794960,-82.14,108.38,82.14,262.57
140801058,-123.45,97.56,-13.53,262.57
140807157,-32.83,-90.26,-114.86,262.57
140813255,71.08,-73.2,-48.48,261.29
140819346,92.38,24.24,87.08,261.29
140827355,-13.42,-25.42,76.61,261.29
140833463,-12.47,-31.42,60.37,261.29
140839555,-91.44,143.57,125.68,261.29
140845661,-174.99,168.4,-29.3,262.57
140851767,21.42,-116.97,-64.61,262.57
140857866,79.9,-21.54,-62.61,260
140863955,101.79,-32.13,-29.54,257.43
140870053,68.84,-28.83,22.59,262.57
140876154,18.71,25.77,82.85,261.29
140882244,-105.32,65.78,49.78,262.57
140888341,-69.2,5.53,-15.3,261.29
140894426,13.77,32.95,5.65,261.29
140900509,23.54,26.83,-19.77,260
140906598,27.3,12.83,-5.65,261.29
140915551,33.42,-30.6,8.71,260
140921848,13.3,12.36,23.54,260
140927941,-3.88,12.12,13.06,261.29
140934025,-31.77,48.84,11.77,261.29
140940117,-32.6,19.53,-35.3,261.29
140946208,5.53,-33.42,-86.26,262.57
140952291,38.6,-10.94,-35.19,260
140958379,28.95,5.65,25.42,261.29
140964463,4,-15.53,45.54,262.57
140970546,-6.83,-9.18,48.01,262.57
140976622,-56.13,21.06,64.96,261.29
140982713,43.07,-109.44,11.18,261.29
140988811,84.61,69.67,48.6,260
140994915,17.3,123.45,-79.2,261.29
141002956,76.49,30.6,-26.83,260
141009061,39.19,66.37,25.3,261.29
141015152,-17.77,-9.65,-0.71,260
141021227,-15.3,-103.32,0.82,262.57
141027316,-8.24,35.77,69.78,262.57
141033400,-68.61,79.67,28.24,261.29
141039493,-64.49,37.19,-37.89,262.57
141045584,7.53,-83.08,-40.72,261.29
141051667,48.84,-21.42,-3.3,260
141057749,57.31,19.53,10.94,262.57
141063844,37.89,0,3.88,262.57
141069923,36.36,1.29,28.48,260
141076004,24.83,31.07,51.66,262.57
141082094,-4.71,44.37,41.66,262.57
141091109,-39.66,8.59,-30.24,260
141097429,-9.53,12.94,-38.6,262.57
141103516,18.48,20.36,-32.71,260
141109605,9.65,-3.06,-52.37,261.29
141115682,13.18,-33.54,-51.07,261.29
141121774,27.65,-12.59,15.3,261.29
141127865,12.12,8.24,48.95,260
141133948,-20.24,-5.53,32.6,261.29
141140030,-4.94,13.53,45.66,261.29
141146115,-20.83,33.3,33.07,261.29
141152205,-18.59,27.54,11.06,262.57
141158295,-14.59,32.24,-16.36,260
141164385,6.59,-1.06,-50.6,261.29
141172377,43.07,-0.82,-27.42,261.29
141178476,52.6,34.36,-23.3,260
141184569,17.89,22.83,-2.47,260
141190651,0.71,12.12,5.06,260
141196737,-9.53,-21.42,12.59,262.57
141202821,-21.3,9.53,21.42,262.57
141208904,-42.6,13.77,1.65,261.29
141214986,-30.71,-4,-25.07,260
141221067,-1.77,-5.65,-23.07,262.57
141227146,11.3,-0.59,-15.3,261.29
141233230,16.36,-3.3,-15.18,261.29
141239313,19.77,-3.88,-16.12,260
141245396,20.83,12.59,19.06,262.57
141251485,15.53,22.95,42.25,260
141260412,-3.18,25.3,34.36,261.29
141266725,-13.77,26.71,24.24,261.29
141272828,-11.18,25.65,15.65,261.29
141278927,-9.18,20.71,-7.18,261.29
141285003,-8.83,14.36,-23.3,262.57
141291087,3.53,7.06,-35.07,261.29
141297159,13.89,-8.71,-45.66,262.57
141303242,18.59,-0.59,-28.36,262.57
141309326,18.36,-9.06,-28.01,260
141315406,13.06,-6,-9.89,261.29
141321482,8.47,-3.88,4.24,261.29
141327551,-2.12,8.24,25.65,261.29
141333627,-9.89,13.06,32.71,262.57
141339710,-15.77,14.71,25.07,261.29
141345801,-16.71,17.53,21.77,260
141354057,-13.06,19.53,13.06,260
141360162,-2.12,12.24,-3.65,260
141366237,6,12.36,-13.89,261.29
141372320,18.59,10.59,-16.24,260
141378410,19.53,13.18,-12.59,261.29
141384502,16.95,16.95,-7.65,262.57
141390585,14.95,15.3,-1.29,261.29
141396668,13.3,11.41,4.47,261.29
141402766,4.35,13.53,14.95,260
141408849,-28.6,21.18,11.06,261.29
141414939,-17.06,7.18,4.47,261.29
141421016,-12.36,2.71,2,261.29
141427092,-6.59,2.59,-4.59,260
141433159,-7.53,0.47,-9.06,261.29
141442117,-3.41,-0.82,-24.6,260
141448401,2.94,5.88,-17.77,261.29
141454490,4.82,14.12,-20.24,262.57
141460573,5.88,13.53,-16.83,260
141466656,9.53,17.3,-3.06,260
141472729,11.18,19.42,9.3,260
141478811,4.24,23.3,26.12,262.57
141484893,2.47,18.71,25.65,262.57
141490976,-0.35,18.01,28.48,260
141497057,-2.47,15.3,27.54,261.29
141503141,-5.65,15.42,21.77,261.29
141509240,-6.94,10.59,11.3,262.57
141515319,-4.59,8.47,0,261.29
141521386,-1.77,6.47,-6.35,261.29
141529398,1.53,6.35,-14.47,262.57
141535490,3.3,2.47,-26.71,262.57
141541565,7.65,3.18,-28.71,260
141547641,10.12,3.41,-23.07,261.29
141553723,12.36,2.71,-20.71,261.29
141559805,12.24,2.35,-13.18,262.57
141565889,12.12,2.59,-6.24,262.57
141571965,11.3,5.06,2.71,261.29
141578040,6.71,7.77,9.53,260
141584108,2.82,8.94,12,262.57
141590183,0.24,11.3,16.59,261.29
141596265,-2.59,17.06,18.01,260
141596265,-2.59,17.06,18.01,260
